Fall,Status,Bearbeitungszeit(Sekunden),ErklärungDatenverarbeitung,Q0,Q1,Q2A,Q2B,Q2C,Q2D,Q2E,Q2F,Q2G,Q3,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q5,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8H,Q8I,Q8J,Q8K,Q8L,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I,Q9J,Q9K,Q9L,Q10A,Q10B,Q10C,Q11A,Q11B,Q11C,Q11D,Q11E,Q11F,Q11G,Q11H,Q11I,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12G,Q12H,Q12I,Q13,Q14,Q15,Q16,Q17A,Q17B,Q17C,Q17D,Q17E
"190","Completed","410","1","1","2","3","3","2","2","2","2","2","Hochdorfer, Schimpf, Gutmann, Hirsch, Flötzinger","3","3","1","2","1","1","1","1","2","4","2","4","1","3","1","4","2","4","4","1","3","4","2","3","-99","-99","2","3","3","3","2","4","5","1","3","3","2","1","2","4","2","5","1","5","1","3","3","3","1","4","3","1","1","1","3","2","1","-99","-99","4","-99","-99","-99","4","-99","4","1","12","1","1","1","0","0","0","0"
"191","Completed","2620","1","1","3","3","3","1","1","2","3","3","Augustiner, Chiemseer, Tegernseer, Kaiser, Flötzinger","-99","3","2","2","2","1","1","1","1","5","4","5","3","4","4","3","4","4","3","4","1","5","4","4","3","4","4","3","3","4","3","5","4","1","3","3","2","2","2","4","1","3","2","5","2","1","2","5","3","5","3","3","2","3","2","2","3","3","4","3","3","3","3","3","2","4","1","7","1","1","0","0","1","0","0"
"192","Completed","551","1","1","2","3","3","2","2","3","3","3","Alpirsbacher, Heineken, Desperados, Corona","3","2","2","3","1","1","1","1","1","4","2","3","3","3","3","2","1","3","1","1","1","5","4","4","-99","-99","-99","2","2","4","-99","3","2","1","2","1","1","2","1","3","2","4","1","4","2","2","1","5","2","4","3","3","1","1","4","1","2","-99","-99","-99","-99","-99","-99","3","-99","-99","1","-99","1","1","0","0","0","1","0"
"193","Completed","526","1","1","1","3","3","1","2","3","3","2","Alpirsbacher","3","3","2","2","2","1","1","1","1","5","5","4","4","4","4","1","3","2","1","1","1","5","-99","5","-99","-99","-99","-99","2","4","-99","-99","3","1","5","1","1","-99","1","4","2","4","1","4","1","1","1","5","2","5","1","1","1","1","3","1","1","-99","-99","-99","-99","-99","5","-99","-99","5","1","10","1","1","1","0","0","0","0"
"194","Completed","651","1","1","3","3","3","2","2","2","3","2","Heineken, Astra, Corona, Despo","3","2","1","2","2","1","1","1","3","1","1","5","1","1","1","3","3","2","2","2","2","5","3","5","-99","2","-99","3","3","5","3","-99","4","2","4","4","2","3","2","3","4","2","1","4","3","3","3","3","2","2","3","4","2","2","3","2","3","1","2","2","1","1","1","3","1","3","2","10","1","3","0","0","0","0","1"
"195","Completed","481","1","1","2","3","3","2","1","3","3","3","Grohe, Augustiner, Tegernseeer","3","2","2","3","3","1","1","1","1","4","3","4","1","2","1","3","3","2","2","1","2","5","3","4","1","2","5","1","4","4","1","3","1","1","3","1","1","1","1","3","1","2","1","5","1","1","1","4","-99","3","4","-99","-99","-99","2","4","2","1","3","1","1","2","2","3","1","4","1","6","1","3","1","0","0","0","1"
"196","Completed","841","1","1","4","2","1","3","2","1","1","2","Heineken","2","2","2","1","2","1","1","1","1","2","1","3","2","2","2","4","1","2","3","2","2","4","4","3","3","1","3","1","3","3","2","3","2","1","2","2","1","1","1","2","5","2","1","2","2","1","2","3","1","2","1","1","1","1","2","2","4","3","2","2","2","2","3","3","1","2","1","3","1","4","0","0","1","0","0"
"197","Completed","1654","1","1","3","3","3","1","1","2","3","2","Alpirsbacher,Sanwald,Paulaner","3","3","2","1","1","1","2","1","5","2","1","2","2","1","1","4","4","3","2","1","5","4","1","4","3","2","1","1","1","4","1","2","2","5","5","2","1","-99","-99","4","1","4","-99","4","-99","5","1","4","2","4","3","3","1","2","3","2","2","-99","4","3","3","-99","1","-99","-99","3","1","8","-99","1","0","0","1","0","0"
"198","Completed","366","1","1","4","3","3","1","1","2","2","2","Heineken","3","3","3","1","3","1","1","1","2","3","2","3","2","2","3","4","1","4","2","2","3","4","3","4","3","2","2","4","5","4","3","4","4","2","1","3","1","1","1","1","4","4","1","1","1","1","3","3","2","3","2","4","2","3","2","2","4","4","4","3","2","4","2","3","3","4","1","7","1","3","0","0","1","0","0"
"199","Completed","1537","1","1","4","3","2","1","2","1","2","1","Chiemseer","2","2","1","2","2","1","1","1","2","2","2","3","2","2","1","3","1","4","2","1","2","5","-99","4","2","1","4","2","1","4","4","4","2","3","4","2","-99","3","1","3","4","3","2","5","3","1","1","5","2","4","3","3","1","3","2","1","4","2","1","1","-99","2","-99","1","1","5","1","7","1","3","0","0","1","0","0"
"200","Completed","573","1","1","5","2","2","1","2","2","2","1","Achalm und Stuttgarter Hofbräu","-99","3","1","1","1","2","1","1","2","2","1","1","1","1","1","4","1","4","2","1","3","5","3","4","1","-99","3","-99","-99","2","3","2","4","1","3","3","1","2","2","3","1","2","2","3","2","1","2","3","2","2","4","5","3","2","1","2","4","4","-99","-99","-99","3","2","-99","-99","3","1","7","1","3","0","0","1","0","0"
"201","Completed","290","1","1","2","2","3","1","1","3","3","2","Waldhaus, Ganter","3","3","2","1","2","1","1","1","1","2","2","3","2","2","3","2","2","4","2","2","1","4","2","3","4","2","-99","3","2","2","2","3","3","1","5","4","3","2","2","4","2","4","3","5","2","1","1","3","2","4","2","3","2","2","2","2","2","2","3","1","-99","4","3","2","1","2","1","7","1","3","1","0","0","0","0"
"202","Completed","712","1","1","3","3","2","2","2","3","3","2","Arcobräu, Bayreuther, Stuttgarter Hofbräu, Störtebekker, Schwaben Bräu, Paulaner,","3","2","1","2","1","1","1","1","2","3","4","4","3","2","2","4","3","4","4","2","2","4","4","4","2","2","2","3","5","3","3","4","4","2","4","1","1","2","1","3","2","2","1","5","3","1","1","2","1","4","3","4","2","3","2","3","2","2","2","2","2","3","2","3","-99","3","1","6","1","9","1","0","1","0","0"
"203","Completed","463","1","1","4","2","2","1","1","2","2","1","Hochdorfer, Käpsele","2","2","1","2","1","1","1","1","3","2","2","2","2","1","2","4","2","4","2","2","3","4","4","5","2","3","3","4","3","3","2","3","3","2","3","1","1","2","1","3","4","1","1","2","2","1","1","2","1","2","3","3","3","3","1","1","3","2","3","2","-99","2","2","-99","2","3","1","7","1","3","0","0","1","0","0"
"204","Started","457","1","1","2","2","3","1","2","2","3","2","König Ludwig","3","3","1","2","2","1","1","1","1","4","4","4","3","5","3","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"205","Completed","254","1","1","1","3","3","3","3","3","3","3","Egal hauptsache kalt und billig","3","3","3","3","3","3","3","3","1","5","5","5","5","5","5","1","3","5","1","1","1","5","5","5","5","5","5","-99","5","5","-99","5","5","1","5","1","5","5","5","5","5","5","5","5","5","1","1","5","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","1","10","1","8","-99","-99","-99","-99","-99"
"206","Completed","271","1","1","4","2","2","1","1","2","2","2","Alpirsbacher","2","2","1","2","1","1","1","1","1","2","2","4","2","2","2","4","2","4","3","4","2","4","4","-99","3","2","2","2","2","4","4","4","-99","1","3","1","1","1","1","1","3","1","1","1","1","1","1","3","1","1","1","4","4","1","1","1","4","2","2","2","2","2","2","4","2","2","2","14","1","1","0","0","0","1","0"
"207","Completed","564","1","1","5","3","3","1","1","3","3","1","Desperados","3","1","1","1","1","1","1","1","1","3","2","5","2","3","2","3","2","2","2","5","2","5","5","5","-99","2","2","3","3","5","4","4","4","1","1","1","-99","-99","1","1","4","1","1","1","-99","1","2","4","-99","1","3","4","1","-99","1","-99","5","2","3","3","-99","2","-99","-99","-99","2","2","12","1","1","1","0","0","0","0"
"208","Completed","425","1","1","3","1","1","1","1","2","2","1","Alpirsbacher, Chiemseer","2","2","1","2","1","1","1","1","1","2","1","4","1","3","1","4","1","4","2","1","3","5","4","3","2","-99","2","2","3","3","2","4","3","2","4","1","1","1","1","2","3","1","1","4","1","2","2","3","1","1","2","2","3","3","1","1","3","3","3","-99","-99","-99","2","-99","-99","-99","1","10","1","3","0","0","0","0","1"
"209","Completed","448","1","1","3","2","3","1","2","3","2","3","Alpirsbacher, Desperados","2","1","1","3","1","1","1","1","1","3","1","3","1","2","1","4","1","5","1","1","2","5","-99","3","3","-99","1","-99","-99","-99","3","4","-99","1","4","-99","-99","-99","-99","1","5","3","-99","3","-99","1","1","5","2","2","4","4","4","4","3","2","4","1","1","1","1","1","1","1","1","1","1","9","1","1","0","0","0","1","0"
"210","Completed","5410","1","1","3","2","3","2","1","2","3","3","Berg, Hirsch, Chiemsee, Schimpf","3","3","2","2","2","2","1","1","2","2","4","4","3","3","2","2","2","5","3","1","1","5","3","5","1","2","-99","4","3","4","3","2","5","2","5","2","2","4","2","3","1","4","1","5","2","1","2","5","1","5","5","4","2","3","2","2","3","4","4","5","2","4","3","1","1","5","1","7","1","3","0","0","1","0","0"
"211","Completed","2140","1","1","3","3","3","1","1","2","3","2","Hirsch Helles","3","2","1","1","1","1","1","1","1","2","2","3","2","1","2","4","2","4","1","3","1","4","4","4","-99","-99","3","3","-99","-99","1","-99","2","2","1","4","-99","-99","1","4","4","3","-99","5","-99","2","4","5","1","1","1","3","2","1","1","1","4","3","1","2","2","3","2","5","1","5","2","6","1","3","0","0","0","0","1"
"212","Completed","349","1","1","4","2","2","1","1","2","-99","-99","","-99","1","-99","2","2","-99","1","1","4","1","1","2","1","1","1","4","4","5","5","5","3","5","4","4","-99","4","4","2","2","-99","3","-99","1","4","3","1","1","1","1","2","5","1","1","3","3","4","4","3","2","1","5","4","3","2","1","1","4","-99","-99","-99","-99","-99","-99","-99","-99","2","2","11","2","1","1","0","0","0","0"
"213","Completed","400","1","1","2","3","2","3","2","3","3","2","Heinicken, Ozujsko, Karlovacko Pivo, Mostarsko Pivo Becks","2","2","1","3","1","2","1","1","1","4","4","5","4","3","4","3","1","4","2","1","1","4","4","2","4","1","5","3","2","3","3","5","3","1","-99","-99","-99","-99","-99","4","1","4","2","5","-99","2","2","5","2","4","4","3","2","2","3","4","2","2","2","3","2","3","4","3","2","4","1","4","1","3","0","0","1","0","0"
"214","Completed","2355","1","1","2","3","3","1","1","2","3","3","Schönbuch Bräu, Baisinger, Hochdorfer, Alpirsbacher, Bayreuther, Chiemseer, Hirsch, Augustiner","3","3","1","2","3","2","1","1","1","4","4","4","3","2","4","5","4","3","4","2","1","5","2","1","2","2","5","4","2","1","2","4","3","1","2","1","1","1","2","5","1","2","2","5","2","1","1","5","1","5","5","2","1","1","3","1","2","2","-99","-99","-99","-99","2","-99","-99","3","1","10","1","1","0","0","1","1","0"
"215","Started","481","1","1","3","2","3","2","2","3","3","2","Gösser, Corona, Stiegl, Desperados","-99","3","1","2","1","-99","-99","-99","2","5","5","5","5","3","4","1","3","4","3","1","1","5","1","4","4","1","1","1","4","2","3","2","2","1","3","4","2","1","2","4","5","4","4","4","4","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"216","Completed","353","1","1","3","2","2","1","1","2","2","2","Flötzinger, Hochdorfer, Chiemseer, Schönbuch Bräu, Bayreuther, Hirsch","3","2","2","1","2","1","1","1","3","3","1","3","1","1","1","3","3","3","4","2","2","5","3","1","1","-99","-99","2","2","4","1","2","1","3","1","1","1","2","1","3","2","1","1","5","1","3","3","3","1","3","2","3","2","3","3","1","2","2","2","1","1","2","1","3","1","4","1","11","1","1","1","0","0","0","0"
"217","Completed","608","1","1","3","3","3","1","1","3","-99","3","Stuttgarter Hofbräu, Spaten, Corona","3","2","2","3","3","2","1","1","4","3","4","4","4","3","2","5","3","3","4","4","2","5","5","5","4","3","-99","3","4","5","1","4","5","4","4","3","1","1","1","4","3","4","1","4","1","3","3","4","1","4","3","3","3","4","3","2","3","1","3","2","1","4","4","4","1","5","1","8","1","3","0","0","1","0","0"
"218","Completed","296","1","1","3","3","3","1","1","2","2","3","Despo","2","2","1","2","1","1","1","1","4","3","3","4","3","2","2","4","3","4","2","2","2","4","4","4","3","2","3","3","2","2","2","3","3","2","4","1","1","1","1","1","3","2","1","4","1","2","3","4","1","1","1","4","1","1","2","3","4","4","3","4","1","3","2","1","2","4","1","11","1","5","1","0","0","0","0"
"219","Completed","415","1","1","5","2","2","1","1","1","2","2","Kein bestimtmtes","2","2","1","1","1","1","1","1","4","1","1","3","1","1","1","5","3","3","3","4","4","4","4","4","3","2","3","2","2","2","3","3","3","1","1","1","1","1","1","1","1","1","1","1","1","4","3","2","1","1","1","2","1","1","1","2","1","3","2","3","2","2","2","2","2","2","2","5","1","4","0","0","1","0","0"
"220","Completed","595","1","1","2","2","3","1","1","2","2","2","Stuttgarter Hofbräu","2","3","1","2","1","1","1","1","1","3","2","3","2","2","2","3","3","3","4","2","2","5","2","4","3","3","4","3","2","3","3","3","4","1","5","1","2","1","1","2","2","5","1","4","1","1","1","5","-99","-99","-99","-99","-99","-99","-99","-99","-99","3","2","2","3","4","4","2","2","3","1","8","1","3","0","0","1","0","0"
"221","Completed","1382","1","1","4","2","2","1","1","3","2","3","Wulle Augustiner Hochdorfer","3","2","2","2","3","1","1","1","4","3","2","4","3","3","2","4","4","4","3","2","1","5","4","4","-99","2","3","5","3","3","1","4","3","2","2","3","1","1","2","3","4","3","1","3","1","-99","-99","3","1","1","4","4","1","2","1","2","4","3","3","3","3","5","-99","4","1","-99","2","10","1","4","0","0","1","0","0"
"222","Completed","295","1","1","3","2","3","1","1","2","3","2","Desperados","2","3","2","2","1","1","1","1","3","3","2","3","2","2","2","4","3","4","3","3","2","5","5","4","4","3","3","3","2","2","3","2","2","2","4","1","2","1","1","1","3","3","3","4","2","2","4","2","2","2","1","3","1","2","1","1","2","4","2","3","2","2","2","2","2","2","1","8","2","3","0","0","1","0","0"
"223","Completed","574","1","1","3","2","2","1","1","1","2","1","","3","3","1","1","1","1","1","1","1","1","4","1","1","2","1","3","2","1","2","4","4","5","4","3","1","1","1","1","1","2","2","3","1","3","-99","-99","-99","-99","-99","-99","4","-99","-99","-99","-99","-99","4","1","-99","-99","-99","-99","-99","-99","1","-99","3","1","1","1","1","1","1","1","1","1","2","6","1","1","0","0","1","0","0"
"224","Completed","457","1","1","3","2","3","2","1","3","3","2","Chiemseeer oder bayreuther","3","2","1","-99","2","1","1","-99","1","3","2","4","1","4","1","3","-99","2","-99","2","-99","5","4","4","2","2","2","2","2","3","2","3","-99","1","5","-99","-99","-99","-99","2","2","3","1","3","-99","1","1","4","1","3","1","1","1","1","1","3","1","1","1","1","1","2","3","1","2","2","2","6","1","1","0","0","1","0","0"
"225","Completed","419","1","1","4","3","3","2","1","3","2","2","Pflötzingrr","3","3","2","2","1","1","1","2","3","4","3","2","4","2","4","4","2","3","2","4","4","5","4","4","5","2","3","2","2","4","3","4","4","2","2","3","2","5","1","2","4","4","2","1","1","5","3","2","4","3","2","5","3","4","1","5","2","-99","-99","-99","-99","3","4","3","4","-99","2","6","1","3","1","0","0","0","0"
"226","Completed","734","1","1","3","3","3","2","1","2","3","3","Guinness, Köstritzer Schwarzbier","3","1","1","2","1","1","1","1","1","3","2","2","3","2","2","4","4","2","3","2","1","5","4","-99","-99","-99","5","-99","2","2","-99","-99","2","1","1","1","3","1","5","3","2","4","5","5","1","1","1","5","1","2","5","4","2","2","2","1","2","2","1","1","2","3","4","2","1","2","1","14","1","3","0","0","0","1","0"
"227","Completed","444","1","1","2","3","3","2","2","3","3","2","Schönbuch, Berg, Tegernseer, Chiemseer","3","2","2","3","2","1","1","1","2","5","3","5","4","2","2","2","3","4","4","2","1","4","4","4","2","2","3","3","3","3","2","3","4","2","4","1","1","2","1","5","1","4","2","5","2","2","1","2","2","4","4","2","2","1","3","2","2","-99","2","2","-99","2","2","-99","-99","3","1","11","13","3","0","0","0","0","1"
"228","Completed","588","1","1","3","3","3","2","1","3","3","3","","3","3","1","2","1","1","1","1","4","3","2","5","3","2","1","5","1","3","1","1","1","5","5","5","-99","-99","5","4","4","-99","3","-99","5","4","4","1","-99","1","5","4","1","5","4","4","1","2","-99","4","1","4","4","1","1","1","3","-99","1","-99","-99","-99","-99","-99","-99","5","-99","-99","1","12","1","1","-99","-99","-99","-99","-99"
"229","Started","790","1","1","3","2","3","2","2","2","3","2","","2","3","1","3","2","2","1","1","1","4","3","4","2","4","4","4","4","4","4","1","2","4","2","3","2","2","2","2","4","2","4","4","2","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"230","Completed","920","1","1","2","3","3","1","1","2","3","2","","3","3","1","2","2","2","1","1","2","4","5","4","2","2","3","4","5","5","2","2","2","4","4","4","3","2","3","3","3","4","2","4","3","4","4","3","3","4","2","3","4","2","2","5","4","4","4","3","3","4","4","4","2","4","2","2","4","-99","-99","-99","-99","-99","-99","-99","-99","-99","2","10","1","3","-99","-99","-99","-99","-99"
"231","Completed","4316","1","1","3","2","3","1","2","1","3","3","chiemseer","3","1","1","1","2","1","1","1","3","3","2","5","3","2","3","5","3","5","1","1","1","5","5","3","2","1","2","5","2","5","4","2","3","3","2","1","1","1","1","1","4","1","1","4","1","3","2","4","1","1","3","4","1","1","1","3","3","3","4","4","1","1","2","1","1","1","1","7","1","3","0","0","0","1","0"
"232","Completed","801","1","1","3","2","3","1","1","3","2","3","Berg Bier & Chiemseer","3","1","2","3","2","1","1","1","1","4","3","5","3","3","3","4","1","2","1","1","1","5","2","3","3","-99","5","4","4","3","3","4","4","1","2","1","1","1","3","4","2","3","2","5","1","1","2","5","3","5","4","4","2","3","2","2","2","3","3","-99","-99","3","3","2","-99","4","1","8","1","3","1","0","0","0","0"
"233","Completed","822","1","1","2","3","3","2","2","3","2","3","Becks Gold, Bockbier, Pils","3","2","1","1","1","2","1","1","1","4","1","4","2","3","3","5","4","5","3","2","1","5","5","3","3","2","-99","5","2","3","2","5","5","2","4","4","-99","4","2","-99","4","5","2","5","4","3","3","4","1","5","3","5","-99","-99","3","1","3","3","4","3","1","5","4","4","1","5","2","7","1","3","0","0","0","1","0"
"234","Completed","2195","1","1","2","3","3","2","1","3","3","3","Gold Ochsen, Berg, Alpirsbacher, Franziskaner, Chiemseer","3","3","2","2","1","2","1","1","1","5","4","4","3","3","4","4","4","4","4","1","1","5","-99","3","2","2","-99","1","-99","-99","2","3","4","1","5","3","5","2","4","5","2","3","4","4","2","1","1","5","4","5","5","-99","-99","-99","3","2","-99","3","4","1","2","3","4","2","1","4","1","7","1","3","1","0","0","0","0"
